"INGREDIENT_ID","INGREDIENT_DATA_CATEGORY","INGREDIENT_NAME","INGREDIENT_CATEGORY","INGREDIENT_DESC","CALORIE","CARB","FAT","PROTEIN"
L0130101,樣品基本資料,"高脂保久乳：牛乳,牛奶",乳品類,"高脂(≧3.8%)保久乳,混合均勻(生乳)",0.71,0.03,0.05,0.03
L0132101,樣品基本資料,"全脂保久乳：牛乳,牛奶",乳品類,"全脂(3.0-3.8%)保久乳,混合均勻",0.62,0.05,0.03,0.03
L0134101,樣品基本資料,"中脂保久乳：牛乳,牛奶",乳品類,"中脂(1.5-3.0%)保久乳,混合均勻",0.48,0.04,0.01,0.03
L0146101,樣品基本資料,"低脂強化保久乳(寡糖強化)：牛乳,牛奶",乳品類,"低脂(0.5-1.5%)強化保久乳,混合均勻(生乳,寡糖等)",0.46,0.06,0.01,0.03
L0154101,樣品基本資料,"中脂調味保久乳(巧克力)：牛乳,牛奶",乳品類,"中脂(≧1.5%)調味保久乳,混合均勻(生乳,可可粉,水,砂糖,果糖,乳化劑,鹽,海藻酸鈉,鈣質等",0.6,0.09,0.01,0.01
L0154201,樣品基本資料,"中脂調味保久乳(布丁)：牛乳,牛奶",乳品類,"中脂(≧1.5%)調味保久乳,混合均勻",0.61,0.09,0.01,0.01
L0200101,樣品基本資料,全脂奶粉：乳粉,乳品類,"全脂(26-42%)奶粉,混合均勻",5.04,0.37,0.28,0.26
L0204101,樣品基本資料,部份脫脂奶粉：乳粉,乳品類,"部份脫脂(1.5-26%)奶粉,混合均勻",4.2,0.46,0.11,0.32
L0204201,樣品基本資料,部份脫脂奶粉(即溶)：乳粉,乳品類,"部份脫脂(1.5-26%)奶粉,混合均勻",4.45,0.51,0.16,0.23
L0204301,樣品基本資料,部份脫脂低乳糖奶粉：乳粉,乳品類,"部份脫脂(1.5-26%)低乳糖奶粉,混合均勻(低脂牛乳,大豆卵磷脂等)",4.16,0.45,0.1,0.34
L0207101,樣品基本資料,脫脂奶粉：乳粉,乳品類,"脫脂(<1.5%)奶粉,混合均勻",3.61,0.51,0.0,0.36
L0207201,樣品基本資料,脫脂奶粉(即溶)：乳粉,乳品類,"脫脂(<1.5%)奶粉,混合均勻",3.6,0.48,0.01,0.38
L0211101,樣品基本資料,全脂強化奶粉(纖維強化)：乳粉,乳品類,"全脂(26-42%)強化奶粉,混合均勻",5.0,0.39,0.27,0.25
L0214101,樣品基本資料,部份脫脂強化奶粉(鈣強化)：乳粉,乳品類,"部份脫脂(1.5-26%)強化奶粉,混合均勻",4.08,0.51,0.11,0.25
L0214201,樣品基本資料,部份脫脂強化奶粉(纖維&DHA強化)：乳粉,乳品類,"部份脫脂(1.5-26%)強化奶粉,混合均勻(奶粉,卵磷脂,菊芋粉,啤酒酵母,DHA等)",4.76,0.47,0.22,0.23
L0214301,樣品基本資料,部份脫脂強化奶粉(纖維&鈣強化)：乳粉,乳品類,"部份脫脂(1.5-26%)強化奶粉,混合均勻(部份脫脂奶粉,菊芋粉等)",3.75,0.48,0.03,0.35
L0214401,樣品基本資料,部份脫脂強化奶粉(脂肪酸調整)：乳粉,乳品類,"部份脫脂(1.5-26%)強化奶粉,混合均勻",4.81,0.45,0.23,0.22
L0217101,樣品基本資料,脫脂強化奶粉(抗氧化)：乳粉,乳品類,"脫脂(<1.5%)強化奶粉,混合均勻(脫脂奶粉)",3.66,0.56,0.01,0.32
L0217201,樣品基本資料,脫脂強化奶粉(鈣&維生素A強化)：乳粉,乳品類,"脫脂(<1.5%)強化奶粉,混合均勻",3.6,0.48,0.01,0.38
L0217301,樣品基本資料,"脫脂強化奶粉(鈣&維生素C,E強化)：乳粉",乳品類,"脫脂(<1.5%)強化奶粉,混合均勻(脫脂牛奶,碳酸鈣,維生素等)",3.6,0.55,0.0,0.32
L0217401,樣品基本資料,脫脂強化奶粉(鈣&鐵強化)：乳粉,乳品類,"脫脂(<1.5%)強化奶粉,混合均勻(脫脂奶粉,維生素,礦物質等)",3.6,0.52,0.0,0.35
L0224101,樣品基本資料,部份脫脂調味奶粉(巧克力)：乳粉,乳品類,"部份脫脂(1.5-26%)調味奶粉,混合均(即溶全脂牛奶,即溶脫脂牛奶,蔗糖,葡萄糖,可可粉等",4.06,0.71,0.06,0.14
L0224201,樣品基本資料,部份脫脂調味奶粉(果汁)：乳粉,乳品類,"部份脫脂(1.5-26%)調味奶粉,混合均勻(奶粉,乳糖,果汁粉等)",4.3,0.61,0.12,0.19
L0308101,樣品基本資料,脫脂稀釋發酵乳：活菌乳酸飲料,乳品類,"脫脂(<0.5%)稀釋發酵乳,混合均勻(生乳,乳酸菌等)",0.68,0.15,0.0,0.01
L0308201,樣品基本資料,脫脂稀釋發酵乳(鈣強化)：活菌乳酸飲料,乳品類,"脫脂(<0.5%)稀釋發酵乳,混合均勻(水,生乳,脫脂乳粉,蔗糖,果糖,聚糊精,乳酸鈣等",0.72,0.16,0.0,0.01
L0312101,樣品基本資料,全脂濃稠發酵乳：優酪乳,乳品類,"全脂(3.0-3.8%)濃稠發酵乳,混合均勻(生乳,特砂,乳製品,水等)",0.9,0.11,0.03,0.04
L0314101,樣品基本資料,中脂濃稠發酵乳：優酪乳,乳品類,"中脂(1.5-3.0%)濃稠發酵乳,混合均勻(生乳,水,脫脂奶粉,蔗糖,果膠,乳製品等)",0.82,0.12,0.02,0.02
L0314201,樣品基本資料,中脂濃稠發酵乳(無糖&纖維強化)：優酪乳,乳品類,"中脂(1.5-3.0%)濃稠發酵乳,混合均勻(生乳,膳食纖維,寡糖,水等)",0.74,0.1,0.02,0.03
L0314301,樣品基本資料,中脂濃稠發酵乳(草莓)：優酪乳,乳品類,"中脂(1.5-3.0%)濃稠發酵乳,混合均勻(生乳,砂糖,水,草莓果粒,草莓濃縮汁,果膠,香料等)",0.89,0.13,0.02,0.03
L0316101,樣品基本資料,低脂濃稠發酵乳：優酪乳,乳品類,"低脂(0.5-1.5%)濃稠發酵乳,混合均勻(生乳,乳酸菌等)",0.73,0.13,0.01,0.02
L0318101,樣品基本資料,脫脂濃稠發酵乳：優酪乳,乳品類,"脫脂(<0.5%)濃稠發酵乳,混合均勻(水,生乳,脫脂乳粉,蔗糖,果糖,果膠,半乳糖寡糖等",0.64,0.12,0.0,0.03
L0318201,樣品基本資料,脫脂濃稠發酵乳(低熱量)：優酪乳,乳品類,"脫脂(<0.5%)濃稠發酵乳,混合均勻(生乳,脫脂乳粉,水,蔗糖,果糖,麥芽糖,寡糖,果膠等",0.37,0.06,0.0,0.02
L0318301,樣品基本資料,脫脂濃稠發酵乳(草莓)：優酪乳,乳品類,"脫脂(<0.5%)濃稠發酵乳,混合均勻(生乳,乳酸菌等)",0.68,0.13,0.0,0.02
L0318401,樣品基本資料,脫脂濃稠發酵乳(啤酒酵母)：優酪乳,乳品類,"脫脂(<0.5%)濃稠發酵乳,混合均勻(生乳,脫脂乳粉,水,蔗糖,麥芽糖,寡糖,果膠,香料等",0.34,0.06,0.0,0.02
L0320101,樣品基本資料,高脂凝態發酵乳(纖維強化)：優格,乳品類,"高脂(≧3.8%)凝態發酵乳,混合均質(生乳,脫脂奶粉,糖,鮮奶油,乳清蛋白,果膠,寒天,天然香料等",0.95,0.11,0.03,0.03
L0322101,樣品基本資料,全脂凝態發酵乳：優格,乳品類,"全脂(3.0-3.8%)凝態發酵乳,混合均質(生乳,乳酸菌等)",0.97,0.13,0.03,0.03
L0324101,樣品基本資料,中脂凝態發酵乳(草莓)：優格,乳品類,"中脂(1.5-3.0%)凝態發酵乳,混合均質(生乳,乳酸菌等)",1.02,0.15,0.02,0.03
L0324201,樣品基本資料,中脂凝態發酵乳(蘆薈)：優格,乳品類,"中脂(1.5-3.0%)凝態發酵乳,混合均質(生乳,奶粉,蘆薈,水,砂糖,澱粉,蜂蜜,果膠等",0.9,0.15,0.02,0.01
L0328101,樣品基本資料,脫脂凝態發酵乳(纖維強化)：優格,乳品類,"脫脂(<0.5%)凝態發酵乳,混合均質(脫脂生乳,水,蔗糖,果糖,寒天紅藻,明膠,天然香料等)",0.84,0.15,0.0,0.04
L0338101,樣品基本資料,脫脂保久稀釋發酵乳：乳酸飲料,乳品類,"脫脂(<0.5%)保久稀釋發酵乳,混合均勻(水,糖,脫脂奶粉,發酵乳,果膠,檸檬酸,檸檬酸鈉等",0.46,0.11,0.0,0.0
L0348101,樣品基本資料,脫脂保久濃稠發酵乳(草莓&蘋果)：保久優酪乳,乳品類,"脫脂(<0.5%)保久濃稠發酵乳,混合均勻(草莓+蘋果等)",0.68,0.13,0.0,0.03
L0400101,樣品基本資料,"淡煉乳：蒸發乳,奶水",乳品類,"混合均質(乳脂肪,蛋白質,乳糖等)",1.36,0.09,0.08,0.06
L0400201,樣品基本資料,加糖部份脫脂煉乳,乳品類,"部份脫脂(1~8%),混合均勻(生乳,乳脂,蔗糖等)",3.18,0.56,0.07,0.07
L0500101,樣品基本資料,"切片乾酪：起司,芝士(市售亦稱""乳酪"")",乳品類,"熟,混合均勻均質(鮮牛奶,凝乳脢等)",3.09,0.05,0.23,0.18
L0500201,樣品基本資料,"切片乾酪(低脂)：起司,芝士(市售亦稱""乳酪"")",乳品類,"熟,混合均勻打碎(乾酪)",2.41,0.08,0.13,0.21
L0500301,樣品基本資料,"刨絲乾酪：起司,芝士(市售亦稱""乳酪"")",乳品類,"熟,混合均勻打碎",3.23,0.04,0.22,0.25
L0500401,樣品基本資料,"乾酪粉：起司粉,芝士粉(市售亦稱""乳酪粉"")",乳品類,"熟,混合均勻(牛乳,乾酪培養物,鹽,酵素等)",4.84,0.03,0.34,0.4
L1000101,樣品基本資料,"鮮奶可可：巧克力牛奶,阿華田拿鐵",乳品類,"現調飲料,混合均勻(巧克力粉,牛奶等)",0.8,0.11,0.02,0.02
L1000201,樣品基本資料,木瓜牛奶,乳品類,"現調飲料,混合均勻(水,木瓜,牛奶,糖等)",0.42,0.07,0.0,0.01
L1100101,樣品基本資料,高脂鮮羊乳：羊奶,乳品類,"高脂(≧3.8%)鮮羊乳,混合均勻",0.65,0.04,0.04,0.03
L1104101,樣品基本資料,中脂鮮羊乳：羊奶,乳品類,"中脂(1.5-3.0%)鮮羊乳,混合均勻",0.48,0.03,0.02,0.02
L1132101,樣品基本資料,保久羊乳：羊奶,乳品類,"保久羊乳(乳脂肪≧3%),混合均勻",0.59,0.04,0.03,0.03
L1154101,樣品基本資料,中脂調味保久羊乳(巧克力)：羊奶,乳品類,"中脂(≧1.5%)調味保久羊乳,混合均勻(水,羊奶粉,糖,巧克力香料等)",0.59,0.1,0.01,0.01
L1154201,樣品基本資料,中脂調味保久羊乳(果汁)：羊奶,乳品類,"中脂(≧1.5%)調味保久羊乳,混合均勻(羊奶,果汁等)",0.75,0.09,0.02,0.02
L1200101,樣品基本資料,全脂羊奶粉：羊乳粉,乳品類,"全脂(≧26%)羊奶粉,混合均勻(羊奶)",5.1,0.34,0.29,0.26
L1200201,樣品基本資料,全脂羊奶粉(即溶)：羊乳粉,乳品類,"全脂(≧1.5%)羊奶粉,混合均勻(全脂羊奶粉,卵磷脂等)",5.17,0.35,0.3,0.25
M0100101,樣品基本資料,牛油(未精煉),油脂類,混合均勻,6.42,0.04,0.71,0.0
M0100201,樣品基本資料,牛油(精煉),油脂類,混合均勻(純牛油精煉),8.85,0.0,0.99,0.0
M0200101,樣品基本資料,豬油,油脂類,混合均勻(純豬油),8.9,0.0,0.99,0.0
M0200201,樣品基本資料,高油酸豬油,油脂類,混合均勻(高油酸豬油),8.93,0.0,1.0,0.0
M0300101,樣品基本資料,雞油,油脂類,"生雞油,以小火煎炸而得,混合均勻",8.91,0.0,0.99,0.0
M0900101,樣品基本資料,"奶油(固態,不加鹽)：動物性奶油(CNS命名""乳酪"")",油脂類,"混合均質(乳脂,水,非脂乳固形物等)",7.33,0.0,0.82,0.0
M0900201,樣品基本資料,"奶油(固態,加鹽)：動物性奶油(CNS命名""乳酪"")",油脂類,"混合均質(乳脂,鹽分,凝乳等)",6.99,0.03,0.77,0.0
M0900301,樣品基本資料,"奶油(液態)：動物性奶油,鮮奶油(CNS命名""乳油"")",油脂類,"混合均勻(乳脂,非乳脂固形物,食品添加物等)",3.4,0.0,0.39,0.02
M1000101,樣品基本資料,人造奶油(維生素強化)：植物性奶油,油脂類,"全脂(60~80%)人造奶油(植物油,鹽,水,維生素E,乳化劑,胡蘿蔔素,薑黃素,檸檬酸,香料等",7.25,0.0,0.82,0.0
M1000201,樣品基本資料,中脂人造奶油：植物性奶油,油脂類,"中脂(60~80%)人造奶油,混合均質(黃豆卵磷脂,氫化植物油等)",6.74,0.01,0.76,0.0
M1000301,樣品基本資料,人造奶油(低熱量),油脂類,"混合均勻(玉米油,明膠,鹽,乳化劑,香料等)",0.94,0.29,0.1,0.02
M1100101,樣品基本資料,"大豆油：黃豆油,沙拉油",油脂類,混合均勻(100%大豆沙拉油),8.84,0.0,1.0,0.0
M1100201,樣品基本資料,大豆油(卵磷脂強化),油脂類,"混合均勻(大豆油,大豆卵磷脂)",8.8,0.0,0.99,0.0
M1100301,樣品基本資料,大豆油(多種維生素強化)：沙拉油,油脂類,混合均勻(維生素強化大豆油),8.83,0.0,0.99,0.0
M1200101,樣品基本資料,"玉米油：粟米油,玉米胚芽油",油脂類,混合均勻(純玉米胚芽提煉),8.83,0.0,0.99,0.0
M1300101,樣品基本資料,"米油(秈米)：米糠油,玄米油,胚芽米油",油脂類,混合均勻,8.83,0.0,0.99,0.0
M1300201,樣品基本資料,"米油(粳米)：米糠油,玄米油,胚芽米油",油脂類,混合均勻,8.83,0.0,0.99,0.0
M1400101,樣品基本資料,亞麻仁油,油脂類,混合均勻(有機冷壓亞麻籽油),8.2,0.06,0.92,0.0
M1500101,樣品基本資料,白芝麻油,油脂類,混合均勻,8.84,0.0,1.0,0.0
M1500201,樣品基本資料,黑芝麻油,油脂類,混合均勻(純芝麻提煉而成),8.81,0.0,0.99,0.0
M1550101,樣品基本資料,調合芝麻油,油脂類,混合均勻,8.84,0.0,1.0,0.0
M1600101,樣品基本資料,花生油,油脂類,混合均勻(純花生油),8.83,0.0,0.99,0.0
M1650101,樣品基本資料,調合花生油,油脂類,"混合均勻(花生油,芝麻油,玉米胚芽油,沙拉油等)",8.84,0.0,1.0,0.0
M1700101,樣品基本資料,油菜籽油,油脂類,混合均勻,8.83,0.0,0.99,0.0
M1800101,樣品基本資料,"芥花油：芥花籽油,菜籽油",油脂類,混合均勻,8.83,0.0,0.99,0.0
M1900101,樣品基本資料,南瓜籽油,油脂類,混合均勻(南瓜籽油),8.83,0.0,0.99,0.0
M2000101,樣品基本資料,紅花籽油,油脂類,混合均勻(純紅花籽提煉),8.84,0.0,1.0,0.0
M2000201,樣品基本資料,高油酸紅花籽油,油脂類,混合均勻,8.8,0.0,0.99,0.0
M2100101,樣品基本資料,核桃油,油脂類,混合均勻(核桃油),8.83,0.0,0.99,0.0
M2200101,樣品基本資料,"油茶油：苦茶(籽)油,山茶油,天綠果油,大果種油茶油",油脂類,混合均勻(油茶籽提煉),8.83,0.0,0.99,0.0
M2200201,樣品基本資料,"熟油茶油：苦茶(籽)油,山茶油,天綠果油,大果種油茶油",油脂類,混合均勻(油茶籽提煉),8.83,0.0,0.99,0.0
M2300101,樣品基本資料,高油酸棕櫚油,油脂類,混合均勻(高油酸棕櫚果實油提煉),8.83,0.0,0.99,0.0
M2400101,樣品基本資料,椰子油,油脂類,混合均勻(純椰子油精煉),8.83,0.0,0.99,0.0
M2500101,樣品基本資料,葵花籽油,油脂類,混合均勻(100%純正葵花油),8.84,0.0,1.0,0.0
M2500201,樣品基本資料,葵花籽油(多種維生素強化),油脂類,混合均勻(維生素強化葵花籽油),8.83,0.0,0.99,0.0
M2500301,樣品基本資料,高油酸葵花籽油,油脂類,混合均勻(葵花油精煉而成),8.83,0.0,0.99,0.0
M2600101,樣品基本資料,葡萄籽油,油脂類,混合均勻(葡萄籽油精煉),8.84,0.0,1.0,0.0
M2700101,樣品基本資料,橄欖油,油脂類,混合均勻(100%橄欖油),8.84,0.0,1.0,0.0
M9900101,樣品基本資料,烤酥油,油脂類,"混合均勻(純大豆提煉,含抗氧化劑 TBHQ等)",8.83,0.0,0.99,0.0
M9900201,樣品基本資料,調合植物油：蔬菜油,油脂類,"混合均勻(米油,紅花籽油,葵花油及橄欖油混合而成)",8.87,0.0,1.0,0.0
M9900301,樣品基本資料,中鏈脂肪酸油,油脂類,混合均勻(90%以上之中鏈脂肪酸),8.83,0.0,0.99,0.0
N0100101,樣品基本資料,方糖,糖類,混合均勻打碎(純糖),3.85,0.99,0.0,0.0
N0100201,樣品基本資料,冰糖,糖類,"混合均勻打碎(蔗糖提煉,自然提煉)",3.87,0.99,0.0,0.0
N0100301,樣品基本資料,紅砂糖：紅糖,糖類,混合均勻磨碎,3.85,0.99,0.0,0.0
N0100401,樣品基本資料,黑砂糖：黑糖,糖類,混合均勻,3.65,0.94,0.0,0.0
N0200101,樣品基本資料,麥芽糖,糖類,混合均勻,3.25,0.84,0.0,0.0
N0300101,樣品基本資料,果糖：高果糖糖漿,糖類,混合均勻(高果糖糖漿),2.97,0.76,0.0,0.0
N0400101,樣品基本資料,果寡糖,糖類,"混合均勻(果寡糖,蔗糖,葡萄糖,麥芽糖,果糖等)",3.0,0.77,0.0,0.0
N0600101,樣品基本資料,楓糖,糖類,混合均勻(楓糖),2.58,0.66,0.0,0.0
N0700101,樣品基本資料,蜂蜜(冬蜜),糖類,混合均勻(油菜花蜜),3.15,0.81,0.0,0.0
N0700201,樣品基本資料,蜂蜜(春蜜),糖類,"混合均勻(龍眼花蜜,荔枝花蜜)",3.08,0.79,0.0,0.0
N0800101,樣品基本資料,黑糖蜜,糖類,"混合均勻(沖繩產黑糖,甘蔗糖蜜,麥芽糖,甘蔗原糖等)",2.8,0.72,0.0,0.0
N0900101,樣品基本資料,冬瓜糖磚,糖類,"混合均勻打碎(冬瓜,砂糖等)",3.6,0.93,0.0,0.0
O0100101,樣品基本資料,西瓜汁(非原汁),飲料類,"現調飲料,混合均勻(水,西瓜汁,糖等)",0.3,0.06,0.0,0.01
O0100201,樣品基本資料,芭樂汁(非原汁),飲料類,"瓶裝,混合均勻均質",0.45,0.11,0.0,0.0
O0100301,樣品基本資料,柳橙汁(非原汁),飲料類,"瓶裝,混合均勻均質",0.5,0.12,0.0,0.0
O0100401,樣品基本資料,柳橙汁(100%),飲料類,"冷藏產品,混合均勻",0.48,0.1,0.0,0.0
O0100501,樣品基本資料,烏梅汁,飲料類,"瓶裝,混合均勻(水,烏梅,山楂,洛神,陳皮,甘草,糖,桂花,檸檬酸等)",0.58,0.13,0.0,0.0
O0100601,樣品基本資料,黑棗茶,飲料類,"瓶裝,混合均勻(黑棗,烏梅,砂糖等)",0.46,0.11,0.0,0.0
O0100701,樣品基本資料,楊桃汁(非原汁),飲料類,"瓶裝,混合均勻均質",0.49,0.12,0.0,0.0
O0100801,樣品基本資料,葡萄柚汁(非原汁),飲料類,"瓶裝,混合均勻均質",0.41,0.09,0.0,0.0
O0100901,樣品基本資料,鳳梨汁(非原汁),飲料類,"瓶裝,混合均勻均質",0.48,0.11,0.0,0.0
O0101001,樣品基本資料,蔓越莓汁(非原汁),飲料類,"室溫產品,混合均勻(果汁含量12%,12%,27%,60%)",0.45,0.1,0.0,0.0
O0101101,樣品基本資料,檸檬汁(非原汁),飲料類,"現調飲料,混合均勻(水,檸檬汁,糖等)",0.33,0.07,0.0,0.0
O0101201,樣品基本資料,蘋果汁(非原汁),飲料類,"瓶裝,混合均勻",0.47,0.1,0.0,0.0
O0101301,樣品基本資料,蘋果汁(100%),飲料類,"室溫產品,混合均勻",0.51,0.12,0.0,0.0
O0200101,樣品基本資料,蕃茄汁(非原汁),飲料類,"瓶裝,混合均勻均質",0.22,0.04,0.0,0.0
O0200201,樣品基本資料,仙草蜜,飲料類,"罐裝,混合均質(仙草、蜂蜜等)",0.35,0.08,0.0,0.0
O0200301,樣品基本資料,薑母茶,飲料類,"罐裝,混合均質(薑汁,蔗糖,食鹽等)",0.28,0.07,0.0,0.0
O0200401,樣品基本資料,蘆薈露飲料,飲料類,"罐裝,混合均勻(維生素C,蘆薈汁等)",0.44,0.1,0.0,0.0
O0200501,樣品基本資料,黑豆茶,飲料類,"罐裝,混合均勻(黑豆,決明子,蔗糖等)",0.13,0.03,0.0,0.0
O0200601,樣品基本資料,龜苓茶,飲料類,"罐裝,混合均質(龜苓糕粉,蜂蜜等)",0.33,0.08,0.0,0.0
O0400101,樣品基本資料,果汁醋飲料(綜合),飲料類,"瓶裝,混合均勻(梅子,蘋果,水蜜桃,葡萄柚,楊桃等健康醋等)",0.37,0.09,0.0,0.0
O0600101,樣品基本資料,可樂,飲料類,"罐裝,混合圴勻(碳酸水.咖啡因.糖等)",0.51,0.12,0.0,0.0
O0600201,樣品基本資料,可樂(低熱量),飲料類,"罐裝,混合均勻(碳酸水.咖啡因.焦糖等)",0.01,0.0,0.0,0.0
O0600301,樣品基本資料,沙士,飲料類,"罐裝,混合均勻(碳酸水,蔗糖,檸檬酸等)",0.37,0.09,0.0,0.0
O0600401,樣品基本資料,加鹽沙士,飲料類,"罐裝,混合均勻(碳酸水,糖,高果糖糖漿,焦糖,檸檬酸,香料,鹽,減鈉鹽等)",0.41,0.09,0.0,0.0
O0600501,樣品基本資料,沙士(低糖),飲料類,"罐瓶,混合均勻(碳酸水,高果糖糖漿,阿斯巴甜等)",0.43,0.1,0.0,0.0
O0600601,樣品基本資料,汽水(綜合口味),飲料類,"罐裝,混合均勻(碳酸水.糖.香料等)",0.42,0.1,0.0,0.0
O0600701,樣品基本資料,汽水(維生素強化),飲料類,"罐裝,混合均勻(胡蘿蔔素,維生素B2等)",0.46,0.11,0.0,0.0
O0700101,樣品基本資料,美式咖啡(無糖),飲料類,"現調飲料,混合均勻",0.02,0.0,0.0,0.0
O0700201,樣品基本資料,無糖咖啡飲料,飲料類,"罐裝,混合均勻",0.04,0.0,0.0,0.0
O0700301,樣品基本資料,拿鐵咖啡(無糖)：咖啡牛奶,飲料類,"現調飲料,混合均勻(咖啡,牛奶等)",0.43,0.03,0.02,0.03
O0700401,樣品基本資料,咖啡(三合一)：咖啡牛奶,飲料類,"瓶裝,混合均勻(咖啡,牛奶,蔗糖,乳化劑等)",0.39,0.08,0.0,0.0
O0700501,樣品基本資料,紅茶茶湯,飲料類,"每茶袋以約90℃自來水240mL浸泡4分鐘,取湯汁混合均勻",0.0,0.0,0.0,0.0
O0700601,樣品基本資料,紅茶(大麥),飲料類,"瓶裝,混合均勻(紅茶,大麥,糖等)",0.34,0.08,0.0,0.0
O0700701,樣品基本資料,紅茶(蘋果)：水果茶,飲料類,"罐裝,混合均勻(紅茶,砂糖等)",0.37,0.09,0.0,0.0
O0700801,樣品基本資料,烏龍茶茶湯,飲料類,"每茶袋以約90℃自來水240mL浸泡四分鐘,取湯汁混合均勻",0.0,0.0,0.0,0.0
O0700901,樣品基本資料,烏龍茶,飲料類,"瓶裝,混合均勻(烏龍茶,維生素C等)",0.0,0.0,0.0,0.0
O0701001,樣品基本資料,"烏龍茶(去冰,微糖)",飲料類,"現調飲料,混合均勻(大杯,約700 mL)",0.16,0.03,0.0,0.0
O0701101,樣品基本資料,"烏龍茶(去冰,半糖)",飲料類,"現調飲料,混合均勻(大杯,約700 mL)",0.21,0.05,0.0,0.0
O0701201,樣品基本資料,"烏龍茶(去冰,全糖)",飲料類,"現調飲料,混合均勻(大杯,約700 mL)",0.36,0.08,0.0,0.0
O0701301,樣品基本資料,綠茶茶湯,飲料類,"每茶袋以約90℃自來水240mL浸泡4分鐘,取湯汁混合均勻",0.0,0.0,0.0,0.0
O0701401,樣品基本資料,綠茶,飲料類,"瓶裝,混合均勻(綠茶,糖,維生素C等)",0.22,0.05,0.0,0.0
O0701501,樣品基本資料,鮮奶茶(無糖)：紅茶拿鐵,飲料類,"現調飲料,混合均勻(紅茶,牛奶等)",0.27,0.01,0.01,0.02
O0701601,樣品基本資料,奶茶(三合一),飲料類,"瓶裝,混合均勻(紅茶,牛奶,糖等)",0.42,0.09,0.0,0.0
O0701701,樣品基本資料,"烏龍奶茶(去冰,微糖)",飲料類,"現調飲料,混合均勻(大杯,約700 mL)",0.59,0.08,0.02,0.0
O0701801,樣品基本資料,"烏龍奶茶(去冰,半糖)",飲料類,"現調飲料,混合均勻(大杯,約700 mL)",0.62,0.09,0.02,0.0
O0701901,樣品基本資料,"烏龍奶茶(去冰,全糖)",飲料類,"現調飲料,混合均勻(大杯,約700 mL)",0.75,0.12,0.02,0.0
O0702001,樣品基本資料,"珍珠奶茶(去冰,微糖)",飲料類,"現調飲料,混合均勻打碎,取上層澄清液分析(大杯,約700 mL)",0.75,0.13,0.02,0.0
O0702101,樣品基本資料,"珍珠奶茶(去冰,半糖)",飲料類,"現調飲料,混合均勻打碎,取上層澄清液分析(大杯,約700 mL)",0.84,0.14,0.02,0.0
O0702201,樣品基本資料,"珍珠奶茶(去冰,全糖)",飲料類,"現調飲料,混合均勻打碎,取上層澄清液分析(大杯,約700 mL)",0.94,0.17,0.02,0.0
O0702301,樣品基本資料,奶茶沖泡包(三合一),飲料類,"沖泡包,混合均勻(蔗糖,奶精,紅茶等)",4.52,0.82,0.12,0.01
O0702401,樣品基本資料,茉莉花茶湯：香片,飲料類,"每茶袋以約90℃自來水240mL浸泡4分鐘,取湯汁混合均勻",0.0,0.0,0.0,0.0
O0702501,樣品基本資料,茉莉花茶,飲料類,"瓶裝,混合均勻(茉莉花,茶葉等)",0.28,0.07,0.0,0.0
O0702601,樣品基本資料,菊花茶,飲料類,"瓶裝,混合均勻(菊花抽取液等)",0.3,0.07,0.0,0.0
O0702701,樣品基本資料,多多綠茶(全糖),飲料類,"現調飲料,混合均勻(綠茶,發酵乳,糖等)",0.49,0.11,0.0,0.01
O0702801,樣品基本資料,冬瓜茶,飲料類,"罐裝,混合均勻(冬瓜,糖,檸檬酸等)",0.33,0.08,0.0,0.0
O0702901,樣品基本資料,乳酸飲料,飲料類,"瓶裝,混合均勻(乳酸鈣,奶粉,維生素C等)",0.45,0.1,0.0,0.0
O0703001,樣品基本資料,維生素強化飲料(胡蘿蔔素),飲料類,"瓶裝,混合均勻(含胡蘿蔔素,維生素E及C等)",0.39,0.09,0.0,0.0
O0703101,樣品基本資料,維生素強化飲料(綜合),飲料類,"瓶裝,混合均勻(水,維生素等)",0.54,0.13,0.0,0.0
O0703201,樣品基本資料,維生素強化飲料(維生素C),飲料類,"瓶裝,混合均勻(維生素C,B2及菸鹼酸等)",0.57,0.14,0.0,0.0
O0703301,樣品基本資料,運動飲料,飲料類,"瓶裝,混合均勻(含維生素C及礦物質Na,K,Ca,Mg等)",0.28,0.07,0.0,0.0
O0703401,樣品基本資料,米醋飲料,飲料類,"瓶裝,混合均勻(純釀造米醋,人參抽出液等)",0.52,0.13,0.0,0.0
O0900101,樣品基本資料,即溶咖啡粉,飲料類,"瓶裝,混合均勻",3.63,0.71,0.01,0.16
O0900201,樣品基本資料,咖啡沖泡包(二合一),飲料類,"沖泡包,混合均勻(奶精,咖啡粉,奶粉,鹽,食品添加物等)",4.91,0.63,0.23,0.06
O0900301,樣品基本資料,咖啡沖泡包(三合一),飲料類,"沖泡包,混合均勻(糖,奶精,咖啡等)",4.37,0.83,0.09,0.04
O0900401,樣品基本資料,紅茶沖泡包(檸檬),飲料類,"沖泡包,混合均勻(蔗糖,紅茶等)",3.98,0.99,0.0,0.0
O0900501,樣品基本資料,米漿粉,飲料類,"熟,沖泡即食,混合均勻磨碎(花生,糖,糯米,芝麻,胚芽等)",4.44,0.74,0.12,0.09
O0900601,樣品基本資料,麥片沖泡包(三合一),飲料類,"沖泡包,混合均勻打碎",4.09,0.74,0.07,0.11
